layer,head_left,head_right,linear_cka,rsa_cosine_distance_corr
11,11,27,0.8689999580383301,0.8861828446388245
11,25,26,0.8449071645736694,0.8966559171676636
11,27,28,0.8446937799453735,0.8823633193969727
11,24,27,0.8351686596870422,0.9001596570014954
11,24,28,0.8164098858833313,0.8707053661346436
11,19,20,0.8124062418937683,0.809297502040863
11,11,28,0.8093297481536865,0.8256388902664185
11,4,6,0.8075884580612183,0.8074615597724915
11,24,25,0.7910309433937073,0.8700598478317261
11,6,19,0.7866805195808411,0.7704159617424011
11,6,20,0.7863401174545288,0.7769842743873596
11,24,26,0.7832116484642029,0.8630703091621399
11,7,25,0.7810606360435486,0.8418902158737183
11,7,15,0.7784019112586975,0.8464150428771973
11,6,12,0.7778385877609253,0.7496703267097473
11,7,24,0.7743006944656372,0.8480836749076843
11,11,24,0.7737910151481628,0.7964878678321838
11,14,19,0.764822781085968,0.7404089570045471
11,16,27,0.7644080519676208,0.7889777421951294
11,12,31,0.7633423209190369,0.7692079544067383
11,7,28,0.7627095580101013,0.8283741474151611
11,12,14,0.7617478370666504,0.7543991804122925
11,19,31,0.7607443928718567,0.7406895756721497
11,12,19,0.7582976818084717,0.7052193880081177
11,20,21,0.7530386447906494,0.768110990524292
11,15,28,0.7526483535766602,0.8256892561912537
11,16,28,0.7513483762741089,0.7729676365852356
11,15,24,0.7509892582893372,0.8377177715301514
11,7,16,0.7502002716064453,0.8023939728736877
11,7,27,0.7462735772132874,0.8227539658546448
11,4,12,0.7454313039779663,0.7368675470352173
11,15,25,0.7434494495391846,0.8562235832214355
11,29,31,0.7420802712440491,0.7294558882713318
11,15,16,0.74123615026474,0.7910894751548767
11,19,22,0.7393525242805481,0.7401161789894104
11,25,27,0.7375422716140747,0.8430273532867432
11,9,15,0.7359240055084229,0.7994596362113953
11,7,26,0.7340744733810425,0.8221695423126221
11,11,16,0.7333710789680481,0.7499443888664246
11,12,15,0.7330619692802429,0.8321629166603088
11,12,29,0.7315707206726074,0.7552685737609863
11,5,7,0.7311636209487915,0.8092718720436096
11,4,19,0.7310116291046143,0.6950782537460327
11,15,27,0.7305776476860046,0.8306069374084473
11,16,24,0.7301936149597168,0.7600319385528564
11,5,12,0.7300543785095215,0.8005573749542236
11,25,28,0.7293805480003357,0.8190441131591797
11,0,1,0.7291319966316223,0.8378994464874268
11,20,29,0.7270714640617371,0.7217682003974915
11,20,31,0.726686954498291,0.7440471649169922
11,12,20,0.7263549566268921,0.7316603660583496
11,5,15,0.7262200713157654,0.8190341591835022
11,5,26,0.7245173454284668,0.8232158422470093
11,22,23,0.7236972451210022,0.6953740119934082
11,3,27,0.7230866551399231,0.8022882342338562
11,15,31,0.7229229211807251,0.7618638277053833
11,3,24,0.7227374315261841,0.7992770075798035
11,6,14,0.7214794158935547,0.7019147872924805
11,16,18,0.7165712118148804,0.7825016379356384
11,5,25,0.716173529624939,0.8051861524581909
11,4,16,0.7156254649162292,0.7354596257209778
11,9,12,0.7149807810783386,0.7523894906044006
11,7,11,0.7149196267127991,0.7533756494522095
11,4,20,0.714523434638977,0.6988710165023804
11,3,15,0.7141925692558289,0.803503155708313
11,12,16,0.7129077315330505,0.7662767767906189
11,11,15,0.7128994464874268,0.7722392678260803
11,20,22,0.7125723361968994,0.734512448310852
11,21,22,0.7123690247535706,0.7314440608024597
11,8,10,0.7121596932411194,0.8843997716903687
11,16,29,0.7120122909545898,0.7224504351615906
11,14,20,0.7118973731994629,0.7238078713417053
11,6,31,0.7116508483886719,0.7127513885498047
11,15,26,0.7112370133399963,0.8317025303840637
11,2,3,0.7108200788497925,0.8014829754829407
11,2,26,0.7088332176208496,0.8296541571617126
11,4,31,0.7084788084030151,0.724221408367157
11,4,29,0.706176221370697,0.6414687037467957
11,12,27,0.7051490545272827,0.8111361265182495
11,11,25,0.7042489051818848,0.7664508819580078
11,5,9,0.7036037445068359,0.745768129825592
11,9,25,0.7027215957641602,0.7622036337852478
11,4,15,0.7019565105438232,0.7360681891441345
11,15,30,0.6998019218444824,0.782659649848938
11,3,11,0.6966719627380371,0.7510249614715576
11,15,18,0.6962143182754517,0.7568718791007996
11,16,25,0.6950593590736389,0.7559844851493835
11,6,29,0.6937944293022156,0.6481652855873108
11,18,28,0.6916869282722473,0.6982675194740295
11,22,31,0.6913073062896729,0.7033939957618713
11,5,30,0.6901944875717163,0.769977331161499
11,14,31,0.6895384788513184,0.6920372247695923
11,18,27,0.6894116401672363,0.6838870644569397
11,27,29,0.6885127425193787,0.7351096272468567
11,3,28,0.6882601976394653,0.7760375738143921
11,22,30,0.6871955394744873,0.7178751826286316
11,13,15,0.6851641535758972,0.8021232485771179
11,11,29,0.6839367747306824,0.7211165428161621
11,3,25,0.6835082173347473,0.7973646521568298
11,12,28,0.682284951210022,0.790201723575592
11,5,16,0.6821847558021545,0.7367091178894043
11,26,27,0.6817684173583984,0.8080514073371887
11,19,29,0.6811835169792175,0.648831307888031
11,12,30,0.681007981300354,0.7678056955337524
11,7,9,0.6805253624916077,0.7401812076568604
11,3,26,0.6803500056266785,0.7912201285362244
11,19,21,0.6801910996437073,0.7049496173858643
11,11,18,0.6794371604919434,0.659026026725769
11,21,23,0.6793766021728516,0.6856118440628052
11,4,5,0.6793473958969116,0.744309663772583
11,23,30,0.6790367960929871,0.68727046251297
11,3,16,0.6787612438201904,0.7160956859588623
11,7,18,0.6779552102088928,0.7218842506408691
11,12,13,0.6771705150604248,0.7891140580177307
11,15,29,0.6765304803848267,0.69654381275177
11,5,31,0.6764408946037292,0.7167527675628662
11,14,22,0.6763157248497009,0.7075850963592529
11,30,31,0.6756992936134338,0.7187027931213379
11,12,24,0.6753404140472412,0.7905023097991943
11,2,15,0.6750462651252747,0.8090435266494751
11,12,22,0.6748751997947693,0.7220165133476257
11,16,31,0.6747320294380188,0.7028162479400635
11,7,12,0.674606204032898,0.7809032797813416
11,26,30,0.674545168876648,0.7786265015602112
11,5,24,0.6737097501754761,0.7769868969917297
11,3,12,0.6736133098602295,0.7695410251617432
11,9,31,0.6732210516929626,0.687923014163971
11,9,30,0.6723993420600891,0.689364492893219
11,4,7,0.6714585423469543,0.7337452173233032
11,3,7,0.6698309779167175,0.7526702284812927
11,12,25,0.6696326732635498,0.8014491200447083
11,28,29,0.6686421036720276,0.707568347454071
11,25,30,0.6671659350395203,0.7658334970474243
11,26,28,0.6665148138999939,0.7758526802062988
11,2,30,0.6639090776443481,0.7521730661392212
11,9,24,0.6633195877075195,0.7482432723045349
11,9,26,0.6629430055618286,0.7283517718315125
11,2,25,0.662142813205719,0.7862879037857056
11,20,23,0.6617873907089233,0.6670612096786499
11,4,9,0.6611686944961548,0.631735622882843
11,9,13,0.6608467698097229,0.7003492116928101
11,23,31,0.6597614884376526,0.6730456948280334
11,11,12,0.6597012281417847,0.7306004762649536
11,5,6,0.6592469215393066,0.6849154233932495
11,9,19,0.6573201417922974,0.6326353549957275
11,7,30,0.6563009023666382,0.7562671303749084
11,3,9,0.6556376218795776,0.7296314835548401
11,21,31,0.654420018196106,0.7008921504020691
11,9,16,0.6540282964706421,0.6899380683898926
11,18,24,0.6531047821044922,0.6706556081771851
11,5,28,0.6527275443077087,0.7564770579338074
11,21,29,0.6513350009918213,0.6839500069618225
11,3,31,0.6494578719139099,0.6882034540176392
11,13,25,0.6486167907714844,0.7810925841331482
11,1,2,0.6485200524330139,0.7348358631134033
11,13,30,0.6474396586418152,0.759236216545105
