pca_dim,explained_variance_ratio_cumulative,cv_splits,cv_accuracy_mean,cv_accuracy_std,cv_balanced_accuracy_mean,cv_balanced_accuracy_std
1,0.14030833542346954,5,0.3367247924234003,0.0036313504732757127,0.27033333333333337,0.002867441755680869
2,0.21200960874557495,5,0.39070246420461646,0.007119865660712169,0.3216347918687764,0.006190994366325173
4,0.3208974301815033,5,0.4839128673793427,0.013009375067623076,0.41214112247262147,0.011128598703290325
8,0.4529865086078644,5,0.6788454992394962,0.012049619415421384,0.5747683490870525,0.01036402735679388
16,0.5985780954360962,5,0.7849293140816,0.011570196202891595,0.6691419910024767,0.009397653073884361
32,0.7564054131507874,5,0.832672793784982,0.01373647421969409,0.762682589543956,0.028690610285661746
64,0.902370274066925,5,0.8623634647949225,0.012465691719083734,0.8196061072800905,0.014698053570808996
128,0.9999995827674866,5,0.8758566978193146,0.009564987868951968,0.837934937333133,0.015492728880553728
