layer,head,reason,linear_probe_accuracy_loo,linear_probe_macro_accuracy_loo,null_accuracy_mean,null_accuracy_std,null_accuracy_max,p_ge_actual_accuracy,n_permutations,finite_null_count,linear_probe_alpha,confusion_json,class_accuracy_json
11,4,target_layer_head,0.84,0.84,0.49839999999999995,0.04167661214638254,0.59,0.009900990099009901,100,100,1.0,"[[82, 18], [14, 86]]","{""0"": 0.82, ""1"": 0.86}"
11,22,best_head_at_target_layer,0.86,0.86,0.4872000000000001,0.04600173909756021,0.635,0.009900990099009901,100,100,1.0,"[[84, 16], [12, 88]]","{""0"": 0.84, ""1"": 0.88}"
