layer,head_left,head_right,linear_cka,rsa_cosine_distance_corr
20,12,24,0.6595759987831116,0.7799128890037537
20,11,15,0.6590290069580078,0.7422003746032715
20,13,26,0.6587250232696533,0.7981621026992798
20,16,29,0.6586184501647949,0.8165613412857056
20,5,21,0.6585827469825745,0.8438457250595093
20,2,30,0.658366858959198,0.7561658620834351
20,15,31,0.6582666635513306,0.736054003238678
20,9,18,0.6582272052764893,0.7302517294883728
20,12,20,0.6581546068191528,0.8032927513122559
20,18,23,0.6580434441566467,0.7530673742294312
20,25,31,0.6575893759727478,0.7687070965766907
20,17,23,0.657543957233429,0.7544650435447693
20,17,22,0.6575331091880798,0.7856504917144775
20,5,11,0.6575192809104919,0.7325176000595093
20,17,27,0.6570261120796204,0.7426705956459045
20,18,25,0.6564079523086548,0.7643173933029175
20,11,14,0.6559125185012817,0.679912269115448
20,11,22,0.655478835105896,0.7279136180877686
20,5,27,0.6553407311439514,0.7819587588310242
20,1,19,0.655322253704071,0.7346305847167969
20,11,27,0.6540675163269043,0.7037777900695801
20,2,15,0.6539026498794556,0.7762311697006226
20,15,23,0.6536362767219543,0.7786316871643066
20,8,19,0.6535971164703369,0.7390681505203247
20,17,31,0.6529767513275146,0.7357488870620728
20,4,23,0.6527841091156006,0.7563979029655457
20,3,29,0.6525222063064575,0.7972856760025024
20,12,21,0.6524067521095276,0.7916345596313477
20,9,15,0.6522432565689087,0.7609157562255859
20,10,20,0.6519836187362671,0.7715128064155579
20,11,13,0.6517566442489624,0.7376156449317932
20,4,20,0.6513692140579224,0.7704914212226868
20,2,3,0.6512623429298401,0.7789229154586792
20,16,30,0.6509682536125183,0.7712885737419128
20,1,31,0.6508834362030029,0.7319781184196472
20,16,31,0.6502068638801575,0.707279622554779
20,16,23,0.6500821113586426,0.8118935823440552
20,19,25,0.6497656106948853,0.7183284759521484
20,17,20,0.648972749710083,0.7616532444953918
20,4,31,0.6487303972244263,0.6947653889656067
20,17,30,0.6485865712165833,0.7512398958206177
20,17,28,0.6485339999198914,0.7831559181213379
20,1,24,0.6478753089904785,0.7893808484077454
20,9,17,0.647757887840271,0.7445815205574036
20,19,31,0.647636353969574,0.6733779311180115
20,26,31,0.6476203799247742,0.7228866219520569
20,3,27,0.6475058197975159,0.8162098526954651
20,1,29,0.6472193598747253,0.7527875900268555
20,0,21,0.6471124291419983,0.8090944290161133
20,12,28,0.6470468640327454,0.7627547383308411
20,3,28,0.6467389464378357,0.7973324060440063
20,18,22,0.6466847062110901,0.7807262539863586
20,22,23,0.6464293003082275,0.8474137783050537
20,18,26,0.6457721590995789,0.7397894859313965
20,15,26,0.6457533240318298,0.7992634773254395
20,10,14,0.6445326805114746,0.705775260925293
20,17,26,0.6441903710365295,0.7416126728057861
20,1,21,0.6439720392227173,0.7973394989967346
20,19,22,0.6436371207237244,0.7596651315689087
20,13,27,0.6434264183044434,0.7805843949317932
20,15,19,0.6429980397224426,0.7265148758888245
20,2,31,0.6427121162414551,0.7341140508651733
20,15,18,0.6427039504051208,0.7464213371276855
20,19,26,0.6425395607948303,0.7116168141365051
20,4,30,0.6423888802528381,0.7415104508399963
20,14,24,0.6421911716461182,0.7689493298530579
20,18,28,0.6421288251876831,0.7824890613555908
20,23,27,0.6419724225997925,0.8251036405563354
20,0,13,0.6418371796607971,0.7866172194480896
20,5,10,0.64161217212677,0.6903747916221619
20,13,18,0.6412538886070251,0.7539389729499817
20,18,27,0.6412525177001953,0.732271671295166
20,4,9,0.6410361528396606,0.7362707257270813
20,22,30,0.6405572891235352,0.7530100345611572
20,18,30,0.6405553221702576,0.7156673073768616
20,24,27,0.640511691570282,0.7766026854515076
20,19,23,0.6404238939285278,0.7243484258651733
20,15,30,0.640126645565033,0.7360207438468933
20,7,13,0.6400334239006042,0.7733743786811829
20,3,22,0.6399855017662048,0.8209022283554077
20,10,24,0.6397042274475098,0.7097281217575073
20,17,24,0.6395610570907593,0.7554280757904053
20,18,31,0.6393840312957764,0.6731739640235901
20,3,21,0.6392978429794312,0.8124787211418152
20,1,5,0.6391524076461792,0.7665525078773499
20,0,31,0.638839066028595,0.7279791831970215
20,16,25,0.6382887363433838,0.7938314080238342
20,10,30,0.6381336450576782,0.672758936882019
20,15,16,0.6365838050842285,0.7555772066116333
20,20,29,0.6363040804862976,0.7553959488868713
20,12,29,0.6362800002098083,0.7626951336860657
20,7,25,0.6362254023551941,0.7927904725074768
20,0,15,0.6361704468727112,0.7860618233680725
20,10,28,0.635959804058075,0.6588553190231323
20,9,16,0.635906994342804,0.7504386305809021
20,19,27,0.6354546546936035,0.7193450927734375
20,19,24,0.6354352831840515,0.7161664366722107
20,8,26,0.635339617729187,0.8103339672088623
20,14,18,0.6351178884506226,0.6748575568199158
20,20,22,0.6341724395751953,0.7775208950042725
20,21,30,0.633962094783783,0.7320699095726013
20,4,6,0.6329113841056824,0.8411097526550293
20,13,16,0.6324042081832886,0.765256941318512
20,18,24,0.6322665214538574,0.7332523465156555
20,3,16,0.6321081519126892,0.7962953448295593
20,14,19,0.6318781971931458,0.6377201676368713
20,19,30,0.6310853958129883,0.7064944505691528
20,11,28,0.6308397650718689,0.7130506038665771
20,9,13,0.6307052969932556,0.7384824752807617
