q_capture_stage,model_alias,pool_last_k,best_layer,best_head,best_layer_relative_depth,silhouette_cosine,silhouette_null_mean,silhouette_null_std,silhouette_null_z_score,silhouette_p_ge_actual,linear_probe_accuracy_loo,linear_probe_macro_accuracy_loo,linear_probe_null_accuracy_mean,linear_probe_p_ge_actual_accuracy,best_head_mean_cka_to_other_heads,best_head_mean_rsa_to_other_heads,nearest_heads_by_cka
post-rope,gemma2_2b_base,1,17,3,0.68,0.079728032916,-0.013002105686243595,0.005390703732036979,17.201861428759155,0.004975124378109453,0.9009757110234586,0.8645620084581668,0.19877101930662236,0.0196078431372549,0.622819,0.669944,H4:cka=0.878:rsa=0.886;H0:cka=0.734:rsa=0.772;H2:cka=0.702:rsa=0.739;H6:cka=0.653:rsa=0.714;H7:cka=0.510:rsa=0.590
post-rope,gemma2_2b_it,1,7,6,0.28,-0.002966924608,-0.015661153835794136,0.008208809302846053,1.546415412897689,0.004975124378109453,0.7419555740087191,0.6810862096405197,0.20039858833298735,0.0196078431372549,0.390089,0.484600,H5:cka=0.451:rsa=0.559;H1:cka=0.435:rsa=0.544;H2:cka=0.434:rsa=0.550;H0:cka=0.422:rsa=0.528;H3:cka=0.399:rsa=0.496
post-rope,llama3_base,1,17,24,0.5483870967741935,0.058717926046,-0.015568871718104536,0.007391165283199785,10.050755857554865,0.004975124378109453,0.8656840357068715,0.7848307796781852,0.19955158812538926,0.0196078431372549,0.551407,0.562647,H27:cka=0.805:rsa=0.816;H6:cka=0.718:rsa=0.721;H29:cka=0.700:rsa=0.729;H26:cka=0.685:rsa=0.700;H21:cka=0.676:rsa=0.675
post-rope,llama3_it,1,18,16,0.5806451612903226,0.047695824201,-0.01623019042804055,0.0078710835596752,8.121628254099704,0.004975124378109453,0.843678638156529,0.8125329884251431,0.2002034461282956,0.0196078431372549,0.601820,0.675799,H18:cka=0.705:rsa=0.756;H22:cka=0.694:rsa=0.784;H20:cka=0.677:rsa=0.747;H28:cka=0.666:rsa=0.699;H23:cka=0.664:rsa=0.722
post-rope,mistral_base,1,17,26,0.5483870967741935,0.089467038195,-0.015435384091560582,0.005662642010090166,18.525349492321066,0.004975124378109453,0.8735727631305792,0.8305649291118758,0.20093834336724098,0.0196078431372549,0.659337,0.618167,H25:cka=0.822:rsa=0.777;H7:cka=0.799:rsa=0.780;H17:cka=0.797:rsa=0.738;H21:cka=0.775:rsa=0.767;H24:cka=0.762:rsa=0.711
post-rope,mistral_it,1,17,26,0.5483870967741935,0.073557910846,-0.015725611522745493,0.005962435857496561,14.974336748121223,0.004975124378109453,0.8744031554909695,0.8319112275863555,0.20006643138883123,0.0196078431372549,0.646599,0.617978,H25:cka=0.835:rsa=0.795;H17:cka=0.812:rsa=0.763;H21:cka=0.775:rsa=0.774;H24:cka=0.773:rsa=0.734;H0:cka=0.756:rsa=0.730
